skill_id,stat,condition,values,base_stat
BLACK_022,제구,이닝출루2인이상,1/1/2/3/4/6/8,
BLACK_022,구속,이닝출루2인이상,1/1/2/3/4/6/8,
BLACK_023,구위,포지션_OF,2/3/3/4/4/7/9,
BLACK_023,변화,포지션_OF,2/3/3/4/4/7/9,
BLACK_023,파워,타순3_4_5+타순4_5,1/2/3/4/5/8/10,
BLACK_023,정확,타순3_4_5+타순4_5,1/2/3/4/5/8/10,
BLACK_023,주루,타순3_4_5+타순4_5,1/2/3/4/5/8/10,
BLACK_023,수비,타순3_4_5+타순4_5,1/2/3/4/5/8/10,
BLACK_024,구위,포지션_SS,1/2/2/3/3/6/8,
BLACK_024,변화,포지션_SS,1/2/2/3/3/6/8,
BLACK_024,파워,포지션_SS,2/3/4/5/6/9/11,
BLACK_024,정확,포지션_SS,2/3/4/5/6/9/11,
BLACK_024,선구,포지션_SS,2/3/4/5/6/9/11,
BLACK_024,인내,포지션_SS,2/3/4/5/6/9/11,
BLACK_024,주루,포지션_SS,2/3/4/5/6/9/11,
BLACK_024,수비,포지션_SS,2/3/4/5/6/9/11,
HOF_001,구위,ALWAYS,2/3/4/5/6/7,
HOF_001,변화,ALWAYS,2/3/4/5/6/7,
HOF_001,구속,ALWAYS,2/3/4/5/6/7,
HOF_001,파워,5회이후,4,
HOF_001,정확,5회이후,4,
HOF_001,인내,5회이후,4,
HOF_001,파워,7회이후,1/2/2/3/3/5,
HOF_001,정확,7회이후,1/2/2/3/3/5,
HOF_001,선구,7회이후,1/2/2/3/3/5,
HOF_002,정확,ALWAYS,2/3/4/5/6/7,
HOF_002,구위,ALWAYS,2/3/4/5/6/7,
HOF_002,변화,ALWAYS,2/3/4/5/6/7,
HOF_002,파워,모드_랭킹대전,4/5/6/7/8/9,
HOF_002,선구,모드_랭킹대전,5/6/7/8/9/10,
HOF_002,정확,모드_클럽,4/5/6/7/8/9,
HOF_002,인내,모드_클럽,5/6/7/8/9/10,
HOF_003,구위,ALWAYS,1/2/4/6/8/9,
HOF_003,변화,ALWAYS,1/2/4/6/8/9,
HOF_003,제구,ALWAYS,1/2/4/6/8/9,
HOF_003,구속,ALWAYS,1/2/4/6/8/9,
HOF_003,파워,모드_리그,2/3/5/5/6/8,
HOF_003,정확,모드_리그,2/3/5/5/6/8,
HOF_003,선구,모드_리그,2/3/5/5/6/8,
HOF_003,파워,모드_리그,1,
HOF_003,정확,모드_리그,1,
HOF_004,구위,ALWAYS,5,
HOF_004,변화,ALWAYS,5,
HOF_004,파워,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,정확
HOF_004,정확,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,정확
HOF_004,파워,타순1_2,3/5/6/6/6/7,
HOF_004,정확,타순1_2,3/5/6/6/6/7,
HOF_004,선구,타순1_2,3/5/6/6/6/7,
HOF_004,주루,타순1_2,3/5/6/6/6/7,
HOF_005,구위,ALWAYS,4/5/5/6/6/7,
HOF_005,변화,ALWAYS,4/5/5/6/6/7,
HOF_005,파워,타순3_4_5+타순4_5,3/3/4/5/6/7,
HOF_005,정확,타순3_4_5+타순4_5,3/3/4/5/6/7,
HOF_005,변화,타순3_4_5+타순4_5,3/3/4/5/6/7,
HOF_006,파워,ALWAYS,6,
HOF_006,정확,ALWAYS,6,
HOF_006,선구,ALWAYS,6,
HOF_006,인내,ALWAYS,6,
HOF_006,파워,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,정확
HOF_006,정확,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,정확
HOF_006,구위,타순6_9+타순8_9,6,
HOF_006,변화,타순6_9+타순8_9,6,
HOF_007,구위,ALWAYS,2/3/4/5/6/7,
HOF_007,변화,ALWAYS,2/3/4/5/6/7,
HOF_007,제구,ALWAYS,2/3/4/5/6/7,
HOF_007,구속,ALWAYS,2/3/4/5/6/7,
HOF_007,정확,주자있음,6,
HOF_007,선구,주자있음,6,
HOF_007,파워,ALWAYS,1/2/2/3/3/5,
HOF_007,정확,ALWAYS,1/2/2/3/3/5,
HOF_007,인내,ALWAYS,1/2/2/3/3/5,
HOF_008,파워,ALWAYS,1/2/3/4/5/6,
HOF_008,정확,ALWAYS,1/2/3/4/5/6,
HOF_008,선구,ALWAYS,1/2/3/4/5/6,
HOF_008,파워,ALWAYS,0.02,정확
HOF_008,구위,주자없음,3,
HOF_008,변화,주자없음,3,
HOF_008,구속,주자없음,3,
HOF_009,구위,ALWAYS,4/6/7/7/8/9,
HOF_009,변화,ALWAYS,4/6/7/7/8/9,
HOF_009,정확,타순2_3,1/2/3/3/4/5,
HOF_009,구위,타순2_3,1/2/3/3/4/5,
HOF_009,변화,타순2_3,1/2/3/3/4/5,
HOF_009,파워,타순4_5,2/4/5/5/6/7,
HOF_009,정확,타순4_5,2/4/5/5/6/7,
HOF_009,선구,타순4_5,2/4/5/5/6/7,
HOF_010,구위,ALWAYS,2/3/4/5/6/7,
HOF_010,변화,ALWAYS,2/3/4/5/6/7,
HOF_010,구속,ALWAYS,2/3/4/5/6/7,
HOF_010,정확,ALWAYS,2/3/4/5/6/7,
HOF_010,인내,ALWAYS,2/3/4/5/6/7,
HOF_010,파워,ALWAYS,2/2/3/4/4/5,
HOF_010,정확,ALWAYS,2/2/3/4/4/5,
HOF_010,선구,ALWAYS,2/2/3/4/4/5,
HOF_010,인내,ALWAYS,2/2/3/4/4/5,
HOF_010,주루,ALWAYS,2/2/3/4/4/5,
HOF_010,수비,ALWAYS,2/2/3/4/4/5,
HOF_011,파워,ALWAYS,4/6/7/8/8/9,
HOF_011,정확,ALWAYS,4/6/7/8/8/9,
HOF_011,선구,ALWAYS,4/6/7/8/8/9,
HOF_011,인내,ALWAYS,4/6/7/8/8/9,
HOF_011,주루,ALWAYS,4/6/7/8/8/9,
HOF_011,수비,ALWAYS,4/6/7/8/8/9,
HOF_011,파워,스윗스팟,8,
HOF_011,정확,스윗스팟,8,
HOF_011,구위,ALWAYS,1/1/1/1/1/2,
HOF_011,변화,ALWAYS,1/1/1/1/1/2,
HOF_011,제구,ALWAYS,1/1/1/1/1/2,
HOF_012,구위,ALWAYS,1/2/3/4/5/6,
HOF_012,구속,ALWAYS,1/2/3/4/5/6,
HOF_012,변화,ALWAYS,1/2/3/4/5/6,
HOF_012,제구,ALWAYS,1/2/3/4/5/6,
HOF_012,지구력,ALWAYS,1/2/3/4/5/6,
HOF_012,수비,ALWAYS,1/2/3/4/5/6,
HOF_012,파워,ALWAYS,1/1/1/1/1/2,
HOF_012,정확,ALWAYS,1/1/1/1/1/2,
HOF_013,구위,ALWAYS,1/2/2/3/3/4,
HOF_013,변화,ALWAYS,1/2/2/3/3/4,
HOF_013,제구,ALWAYS,1/2/2/3/3/4,
HOF_013,구속,ALWAYS,1/2/2/3/3/4,
HOF_013,파워,스트라이크타격,1/2/3/4/5/6,
HOF_013,파워,ALWAYS,3/4/6/8/10/13,
HOF_013,정확,ALWAYS,3/4/6/8/10/13,
HOF_014,파워,ALWAYS,3/4/5/6/7/8,
HOF_014,정확,ALWAYS,3/4/5/6/7/8,
HOF_014,선구,ALWAYS,3/4/5/6/7/8,
HOF_014,인내,ALWAYS,3/4/5/6/7/8,
HOF_014,주루,ALWAYS,3/4/5/6/7/8,
HOF_014,수비,ALWAYS,3/4/5/6/7/8,
HOF_014,파워,OVR열세,8/9/10/11/12/13,
HOF_014,정확,OVR열세,8/9/10/11/12/13,
HOF_014,선구,OVR열세,8/9/10/11/12/13,
HOF_014,인내,OVR열세,8/9/10/11/12/13,
HOF_015,구위,ALWAYS,2/3/4/5/6/7,
HOF_015,구속,ALWAYS,2/3/4/5/6/7,
HOF_015,변화,ALWAYS,2/3/4/5/6/7,
HOF_015,제구,ALWAYS,2/3/4/5/6/7,
HOF_015,지구력,ALWAYS,2/3/4/5/6/7,
HOF_015,수비,ALWAYS,2/3/4/5/6/7,
HOF_015,파워,우투상대,3/4/5/6/7/9,
HOF_015,정확,우투상대,3/4/5/6/7/9,
HOF_015,선구,우투상대,3/4/5/6/7/9,
HOF_015,파워,좌투상대,3/4/5/6/7/9,
HOF_015,정확,좌투상대,3/4/5/6/7/9,
HOF_015,선구,좌투상대,3/4/5/6/7/9,
HOF_016,파워,ALWAYS,1/2/3/4/4/5,
HOF_016,정확,ALWAYS,1/2/3/4/4/5,
HOF_016,구위,ALWAYS,1/2/3/4/4/5,
HOF_016,파워,포지션_OF,4/5/6/7/8/9,
HOF_016,정확,포지션_OF,4/5/6/7/8/9,
HOF_016,주루,포지션_OF,4/5/6/7/8/9,
HOF_016,수비,포지션_OF,4/5/6/7/8/9,
HOF_017,구위,ALWAYS,3/5/6/6/7/8,
HOF_017,변화,ALWAYS,3/5/6/6/7/8,
HOF_017,제구,ALWAYS,3/5/6/6/7/8,
HOF_017,파워,ALWAYS,1/3/4/4/5/6,
HOF_017,파워,ALWAYS,2/3/3/4/4/5,
HOF_017,정확,ALWAYS,2/3/3/4/4/5,
HOF_017,선구,ALWAYS,2/3/3/4/4/5,
HOF_018,파워,ALWAYS,5,
HOF_018,정확,ALWAYS,5,
HOF_018,구위,ALWAYS,5,
HOF_018,구위,선구>제구,1/2/3/4/5/6,
HOF_018,변화,선구>제구,1/2/3/4/5/6,
HOF_019,파워,ALWAYS,2/3/4/5/6/7,
HOF_019,정확,ALWAYS,2/3/4/5/6/7,
HOF_019,인내,ALWAYS,2/3/4/5/6/7,
HOF_019,구위,5회이후,4,
HOF_019,변화,5회이후,4,
HOF_019,구속,5회이후,4,
HOF_019,구위,7회이후,1/2/2/3/3/5,
HOF_019,변화,7회이후,1/2/2/3/3/5,
HOF_019,제구,7회이후,1/2/2/3/3/5,
HOF_020,변화,ALWAYS,2/3/4/5/6/7,
HOF_020,파워,ALWAYS,2/3/4/5/6/7,
HOF_020,정확,ALWAYS,2/3/4/5/6/7,
HOF_020,구위,모드_랭킹대전,4/5/6/7/8/9,
HOF_020,제구,모드_랭킹대전,5/6/7/8/9/10,
HOF_020,변화,모드_클럽,4/5/6/7/8/9,
HOF_020,구속,모드_클럽,5/6/7/8/9/10,
HOF_021,파워,ALWAYS,1/2/4/6/8/9,
HOF_021,정확,ALWAYS,1/2/4/6/8/9,
HOF_021,선구,ALWAYS,1/2/4/6/8/9,
HOF_021,인내,ALWAYS,1/2/4/6/8/9,
HOF_021,구위,모드_리그,2/3/5/5/6/8,
HOF_021,변화,모드_리그,2/3/5/5/6/8,
HOF_021,제구,모드_리그,2/3/5/5/6/8,
HOF_021,구위,모드_리그,1,
HOF_021,변화,모드_리그,1,
HOF_022,파워,ALWAYS,5,
HOF_022,정확,ALWAYS,5,
HOF_022,구위,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,변화
HOF_022,변화,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,변화
HOF_022,구위,선발1_2,5/5/5/5/6/7,
HOF_022,변화,선발1_2,5/5/5/5/6/7,
HOF_022,제구,선발1_2,5/5/5/5/6/7,
HOF_022,구속,선발1_2,5/5/5/5/6/7,
HOF_023,파워,ALWAYS,4/4/5/5/6/7,
HOF_023,정확,ALWAYS,4/4/5/5/6/7,
HOF_023,구위,선발3_4,3/4/5/5/6/7,
HOF_023,변화,선발3_4,3/4/5/5/6/7,
HOF_023,정확,선발3_4,3/4/5/5/6/7,
HOF_024,구위,ALWAYS,6,
HOF_024,변화,ALWAYS,6,
HOF_024,제구,ALWAYS,6,
HOF_024,구속,ALWAYS,6,
HOF_024,구위,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,변화
HOF_024,변화,ALWAYS,0.02/0.02/0.02/0.02/0.02/0.03,변화
HOF_024,파워,ALWAYS,6,
HOF_024,정확,ALWAYS,6,
HOF_025,파워,ALWAYS,4,
HOF_025,정확,ALWAYS,4,
HOF_025,구위,비김또는리드,1/2/3/4/5/6,
HOF_025,변화,비김또는리드,1/2/3/4/5/6,
HOF_025,정확,비김또는리드,1/2/3/4/5/6,
HOF_026,구속,ALWAYS,2/3/4/5/6/7,
HOF_026,구위,ALWAYS,2/3/4/5/6/7,
HOF_026,변화,ALWAYS,2/3/4/5/6/7,
HOF_026,제구,ALWAYS,2/3/4/5/6/7,
HOF_026,지구력,ALWAYS,2/3/4/5/6/7,
HOF_026,수비,ALWAYS,2/3/4/5/6/7,
HOF_026,파워,비김또는열세,4,
HOF_026,정확,비김또는열세,4,
HOF_026,파워,비김또는열세,3/4/5/6/7/8,
HOF_026,정확,비김또는열세,3/4/5/6/7/8,
HOF_027,파워,ALWAYS,2/3/4/5/6/7,
HOF_027,정확,ALWAYS,2/3/4/5/6/7,
HOF_027,선구,ALWAYS,2/3/4/5/6/7,
HOF_027,인내,ALWAYS,2/3/4/5/6/7,
HOF_027,변화,주자있음,6,
HOF_027,제구,주자있음,6,
HOF_027,구위,ALWAYS,1/2/2/3/3/5,
HOF_027,변화,ALWAYS,1/2/2/3/3/5,
HOF_027,구속,ALWAYS,1/2/2/3/3/5,
HOF_028,구위,ALWAYS,1/2/3/4/5/6,
HOF_028,변화,ALWAYS,1/2/3/4/5/6,
HOF_028,제구,ALWAYS,1/2/3/4/5/6,
HOF_028,구위,ALWAYS,0.02,변화
HOF_028,파워,주자없음,4,
HOF_028,정확,주자없음,4,
HOF_028,인내,주자없음,4,
HOF_029,변화,ALWAYS,2/3/4/5/6/7,
HOF_029,구속,ALWAYS,2/3/4/5/6/7,
HOF_029,파워,ALWAYS,2/3/4/5/6/7,
HOF_029,정확,ALWAYS,2/3/4/5/6/7,
HOF_029,인내,ALWAYS,2/3/4/5/6/7,
HOF_029,구속,ALWAYS,2/2/3/4/4/5,
HOF_029,구위,ALWAYS,2/2/3/4/4/5,
HOF_029,변화,ALWAYS,2/2/3/4/4/5,
HOF_029,제구,ALWAYS,2/2/3/4/4/5,
HOF_029,지구력,ALWAYS,2/2/3/4/4/5,
HOF_029,수비,ALWAYS,2/2/3/4/4/5,
HOF_030,파워,ALWAYS,4/4/5/5/6/7,
HOF_030,정확,ALWAYS,4/4/5/5/6/7,
HOF_030,구위,8회이후,4/4/5/5/6/7,
HOF_030,변화,8회이후,4/4/5/5/6/7,
HOF_030,제구,8회이후,4/4/5/5/6/7,
HOF_030,파워,8회이후,3/3/4/4/5/6,
HOF_030,정확,8회이후,3/3/4/4/5/6,
HOF_031,파워,ALWAYS,1/2/3/4/5/6,
HOF_031,정확,ALWAYS,1/2/3/4/5/6,
HOF_031,선구,ALWAYS,1/2/3/4/5/6,
HOF_031,인내,ALWAYS,1/2/3/4/5/6,
HOF_031,주루,ALWAYS,1/2/3/4/5/6,
HOF_031,수비,ALWAYS,1/2/3/4/5/6,
HOF_031,구위,ALWAYS,1/1/1/1/1/2,
HOF_031,변화,ALWAYS,1/1/1/1/1/2,
HOF_032,구속,ALWAYS,3/4/5/6/7/8,
HOF_032,구위,ALWAYS,3/4/5/6/7/8,
HOF_032,변화,ALWAYS,3/4/5/6/7/8,
HOF_032,제구,ALWAYS,3/4/5/6/7/8,
HOF_032,지구력,ALWAYS,3/4/5/6/7/8,
HOF_032,수비,ALWAYS,3/4/5/6/7/8,
HOF_032,구위,OVR열세,8/9/10/11/12/13,
HOF_032,변화,OVR열세,8/9/10/11/12/13,
HOF_032,제구,OVR열세,8/9/10/11/12/13,
HOF_032,구속,OVR열세,8/9/10/11/12/13,
HOF_033,파워,ALWAYS,4,
HOF_033,정확,ALWAYS,4,
HOF_033,구위,ALWAYS,0.02/0.02/0.03/0.03/0.04/0.05,지구력
HOF_033,변화,ALWAYS,0.02/0.02/0.03/0.03/0.04/0.05,지구력
HOF_033,변화,포지션_SP,2/3/5/5/6/7,
HOF_033,제구,포지션_SP,2/3/5/5/6/7,
HOF_033,구속,포지션_SP,2/3/5/5/6/7,
HOF_034,구위,ALWAYS,0.01/0.01/0.02/0.02/0.02/0.03,변화
HOF_034,파워,ALWAYS,4,
HOF_034,정확,ALWAYS,4,
HOF_034,파워,ALWAYS,2/3/4/5/7/8,
HOF_034,정확,ALWAYS,2/3/4/5/7/8,
HOF_035,파워,ALWAYS,3/4/5/6/7/8,
HOF_035,정확,ALWAYS,3/4/5/6/7/8,
HOF_035,선구,ALWAYS,3/4/5/6/7/8,
HOF_035,인내,ALWAYS,3/4/5/6/7/8,
HOF_035,구위,타순6_9+타순8_9,2/3/3/4/4/5,
HOF_035,변화,타순6_9+타순8_9,2/3/3/4/4/5,
HOF_035,제구,타순6_9+타순8_9,2/3/3/4/4/5,
HOF_036,구위,ALWAYS,5,
HOF_036,변화,ALWAYS,5,
HOF_036,파워,ALWAYS,5,
HOF_036,파워,제구>선구,1/2/3/4/5/6,
HOF_036,정확,제구>선구,1/2/3/4/5/6,
HOF_037,구위,ALWAYS,4,
HOF_037,변화,ALWAYS,10/11/12/13/14/15,
HOF_037,파워,변화구선택,5/6/7/8/9/10,
HOF_037,정확,변화구선택,5/6/7/8/9/10,
HOF_037,선구,변화구선택,5/6/7/8/9/10,
HOF_037,정확,ALWAYS,3,
HOF_038,구위,ALWAYS,1/1/2/2/3/4,
HOF_038,변화,ALWAYS,1/1/2/2/3/4,
HOF_038,파워,선발1+7회까지,1/3/5/7/9/11,
HOF_038,정확,선발1+7회까지,1/3/5/7/9/11,
HOF_038,파워,비김또는리드,1/1/2/2/3/4,
HOF_038,정확,비김또는리드,1/1/2/2/3/4,
HOF_039,파워,ALWAYS,3/5/7/9/11/14,
HOF_039,정확,ALWAYS,3/5/7/9/11/14,
HOF_039,선구,ALWAYS,3/5/7/9/11/14,
HOF_039,인내,ALWAYS,3/5/7/9/11/14,
HOF_039,주루,ALWAYS,3/5/7/9/11/14,
HOF_039,수비,ALWAYS,3/5/7/9/11/14,
HOF_040,구속,ALWAYS,3/4/5/6/7/8,
HOF_040,구위,ALWAYS,3/4/5/6/7/8,
HOF_040,변화,ALWAYS,3/4/5/6/7/8,
HOF_040,제구,ALWAYS,3/4/5/6/7/8,
HOF_040,지구력,ALWAYS,3/4/5/6/7/8,
HOF_040,수비,ALWAYS,3/4/5/6/7/8,
HOF_040,파워,좌타상대,3/3/3/3/3/4,
HOF_040,정확,좌타상대,3/3/3/3/3/4,
HOF_040,선구,좌타상대,3/3/3/3/3/4,
HOF_040,인내,좌타상대,3/3/3/3/3/4,
HOF_040,파워,좌완+포지션_SP,3/4/5/6/7/8,
HOF_040,정확,좌완+포지션_SP,3/4/5/6/7/8,
HOF_040,선구,좌완+포지션_SP,3/4/5/6/7/8,
HOF_040,인내,좌완+포지션_SP,3/4/5/6/7/8,
HOF_041,구위,ALWAYS,3/4/5/6/7/8,
HOF_041,변화,ALWAYS,3/4/5/6/7/8,
HOF_041,파워,ALWAYS,3/4/5/6/7/8,
HOF_041,구위,ALWAYS,2/3/4/5/6/7,
HOF_041,변화,ALWAYS,2/3/4/5/6/7,
HOF_042,구위,ALWAYS,3/4/5/6/7/8,
HOF_042,변화,ALWAYS,3/4/5/6/7/8,
HOF_042,파워,스트라이크타격,3/4/5/6/7/8,
HOF_042,파워,ALWAYS,1/2/3/4/5/6,
HOF_042,정확,ALWAYS,1/2/3/4/5/6,
HOF_043,파워,ALWAYS,5/7/9/11/13/16,
HOF_043,정확,ALWAYS,5/7/9/11/13/16,
HOF_043,선구,ALWAYS,5/7/9/11/13/16,
HOF_043,인내,ALWAYS,5/7/9/11/13/16,
HOF_043,주루,ALWAYS,5/7/9/11/13/16,
HOF_043,수비,ALWAYS,5/7/9/11/13/16,
HOF_044,구위,ALWAYS,4/5/6/7/8/9,
HOF_044,변화,ALWAYS,4/5/6/7/8/9,
HOF_044,제구,ALWAYS,4/5/6/7/8/9,
HOF_044,구속,ALWAYS,4/5/6/7/8/9,
HOF_044,구위,포지션_DH,3/5/7/9/11/13,
HOF_044,변화,포지션_DH,3/5/7/9/11/13,
HOF_044,제구,포지션_DH,3/5/7/9/11/13,
HOF_044,구속,포지션_DH,3/5/7/9/11/13,
G_077,파워,ALWAYS,1/2/3/4/5/6/7/8/9,
G_077,정확,ALWAYS,1/2/3/4/5/6/7/8/9,
G_077,인내,ALWAYS,1/2/3/4/5/6/7/8/9,
G_077,구위,원정,2/2/2/2/2/3/4/5/6,
G_077,변화,원정,2/2/2/2/2/3/4/5/6,
G_077,구속,원정,2/2/2/2/2/3/4/5/6,
G_078,구위,ALWAYS,1/2/3/4/5/6/7/8/9,
G_078,변화,ALWAYS,1/2/3/4/5/6/7/8/9,
G_078,지구력,ALWAYS,1/2/3/4/5/6/7/8/9,
G_078,파워,원정,2/2/2/2/2/3/4/5/6,
G_078,정확,원정,2/2/2/2/2/3/4/5/6,
G_078,주루,원정,2/2/2/2/2/3/4/5/6,
HOF_045,파워,ALWAYS,4/5/6/7/8/9,
HOF_045,정확,ALWAYS,4/5/6/7/8/9,
HOF_045,선구,ALWAYS,4/5/6/7/8/9,
HOF_045,구위,스위치타,2/3/4/5/6/7,
HOF_045,변화,스위치타,2/3/4/5/6/7,
HOF_045,구위,타순3,1/2/3/4/5/6,
HOF_045,변화,타순3,1/2/3/4/5/6,
HOF_046,구위,ALWAYS,3/4/5/6/7/8,
HOF_046,변화,ALWAYS,3/4/5/6/7/8,
HOF_046,파워,홈,4/6/8/10/12/14,
HOF_046,정확,홈,4/6/8/10/12/14,
HOF_047,파워,포지션_2B,4/6/6/8/8/10,
HOF_047,정확,포지션_2B,4/6/6/8/8/10,
HOF_047,선구,포지션_2B,4/6/6/8/8/10,
HOF_047,주루,포지션_2B,4/6/6/8/8/10,
HOF_047,구위,좌타,1/2/3/4/5/6,
HOF_047,변화,좌타,1/2/3/4/5/6,
HOF_047,구위,타순2,2/3/4/5/6/7,
HOF_047,변화,타순2,2/3/4/5/6/7,
HOF_048,구위,ALWAYS,1/3/5/7/9/11,
HOF_048,변화,ALWAYS,1/3/5/7/9/11,
HOF_048,구위,모드_랭킹대전+모드_랭킹토너먼트,4/6/8/10/12/14,
HOF_048,변화,모드_랭킹대전+모드_랭킹토너먼트,4/6/8/10/12/14,
HOF_048,구속,모드_랭킹대전+모드_랭킹토너먼트,4/6/8/10/12/14,
HOF_048,제구,모드_랭킹대전+모드_랭킹토너먼트,4/6/8/10/12/14,
HOF_048,지구력,모드_랭킹대전+모드_랭킹토너먼트,4/6/8/10/12/14,
HOF_048,수비,모드_랭킹대전+모드_랭킹토너먼트,4/6/8/10/12/14,
M_045,구위,ALWAYS,10,
M_045,변화,ALWAYS,10,
M_045,파워,타석1,12,
M_045,정확,타석1,12,
M_045,선구,타석1,12,
M_045,인내,타석1,12,
M_045,파워,타석2,10,
M_045,정확,타석2,10,
M_045,선구,타석2,10,
M_045,인내,타석2,10,
M_045,파워,타석3,8,
M_045,정확,타석3,8,
M_045,선구,타석3,8,
M_045,인내,타석3,8,
M_045,파워,타석4,6,
M_045,정확,타석4,6,
M_045,선구,타석4,6,
M_045,인내,타석4,6,
M_045,파워,타석5,4,
M_045,정확,타석5,4,
M_045,선구,타석5,4,
M_045,인내,타석5,4,
M_045,파워,타석6_7,2,
M_045,정확,타석6_7,2,
M_045,선구,타석6_7,2,
M_045,인내,타석6_7,2,
HOF_049,구위,ALWAYS,5/6/7/8/9/10,
HOF_049,변화,ALWAYS,5/6/7/8/9/10,
HOF_049,파워,기본주루수비합155이상,4/5/6/7/8/9,
HOF_049,정확,기본주루수비합155이상,4/5/6/7/8/9,
HOF_049,선구,기본주루수비합155이상,4/5/6/7/8/9,
HOF_049,파워,기본주루수비합165이상,1/2/3/4/5/6,
HOF_049,정확,기본주루수비합165이상,1/2/3/4/5/6,
HOF_049,선구,기본주루수비합165이상,1/2/3/4/5/6,
